Agency,Driver Area,Race,Year,Agency Type,type,statistic
Rutland County Sheriff,Rutland County, White,2015,sheriff,Warning Counts,1531
Rutland County Sheriff,Rutland County, Black,2015,sheriff,Warning Counts,19
Rutland County Sheriff,Rutland County, Asian,2015,sheriff,Warning Counts,11
Rutland County Sheriff,Rutland County, Hispanic,2015,sheriff,Warning Counts,15
Rutland County Sheriff,Rutland County, White,2017,sheriff,Warning Counts,1842
Rutland County Sheriff,Rutland County, Black,2017,sheriff,Warning Counts,24
Rutland County Sheriff,Rutland County, Asian,2017,sheriff,Warning Counts,13
Rutland County Sheriff,Rutland County, Hispanic,2017,sheriff,Warning Counts,11
Rutland County Sheriff,Rutland County, White,2018,sheriff,Warning Counts,1070
Rutland County Sheriff,Rutland County, Black,2018,sheriff,Warning Counts,16
Rutland County Sheriff,Rutland County, Asian,2018,sheriff,Warning Counts,0
Rutland County Sheriff,Rutland County, Hispanic,2018,sheriff,Warning Counts,9
Rutland Police,Rutland, White,2011,police,Warning Counts,23
Rutland Police,Rutland, Black,2011,police,Warning Counts,0
Rutland Police,Rutland, Asian,2011,police,Warning Counts,0
Rutland Police,Rutland, Hispanic,2011,police,Warning Counts,0
Rutland Police,Rutland, White,2012,police,Warning Counts,277
Rutland Police,Rutland, Black,2012,police,Warning Counts,11
Rutland Police,Rutland, Asian,2012,police,Warning Counts,0
Rutland Police,Rutland, Hispanic,2012,police,Warning Counts,0
Rutland Police,Rutland, White,2013,police,Warning Counts,310
Rutland Police,Rutland, Black,2013,police,Warning Counts,4
Rutland Police,Rutland, Asian,2013,police,Warning Counts,0
Rutland Police,Rutland, Hispanic,2013,police,Warning Counts,0
Rutland Police,Rutland, White,2014,police,Warning Counts,794
Rutland Police,Rutland, Black,2014,police,Warning Counts,28
Rutland Police,Rutland, Asian,2014,police,Warning Counts,6
Rutland Police,Rutland, Hispanic,2014,police,Warning Counts,0
Rutland Police,Rutland, White,2015,police,Warning Counts,1874
Rutland Police,Rutland, Black,2015,police,Warning Counts,52
Rutland Police,Rutland, Asian,2015,police,Warning Counts,15
Rutland Police,Rutland, Hispanic,2015,police,Warning Counts,19
Rutland Police,Rutland, White,2016,police,Warning Counts,859
Rutland Police,Rutland, Black,2016,police,Warning Counts,44
Rutland Police,Rutland, Asian,2016,police,Warning Counts,0
Rutland Police,Rutland, Hispanic,2016,police,Warning Counts,0
Rutland Police,Rutland, White,2017,police,Warning Counts,1726
Rutland Police,Rutland, Black,2017,police,Warning Counts,61
Rutland Police,Rutland, Asian,2017,police,Warning Counts,18
Rutland Police,Rutland, Hispanic,2017,police,Warning Counts,17
Rutland Police,Rutland, White,2018,police,Warning Counts,1662
Rutland Police,Rutland, Black,2018,police,Warning Counts,59
Rutland Police,Rutland, Asian,2018,police,Warning Counts,12
Rutland Police,Rutland, Hispanic,2018,police,Warning Counts,28
Rutland Police,Rutland, White,2019,police,Warning Counts,1015
Rutland Police,Rutland, Black,2019,police,Warning Counts,38
Rutland Police,Rutland, Asian,2019,police,Warning Counts,0
Rutland Police,Rutland, Hispanic,2019,police,Warning Counts,19
Rutland Town Police,Rutland Town, White,2015,police,Warning Counts,125
Rutland Town Police,Rutland Town, Black,2015,police,Warning Counts,0
Rutland Town Police,Rutland Town, Asian,2015,police,Warning Counts,0
Rutland Town Police,Rutland Town, Hispanic,2015,police,Warning Counts,0
Rutland Town Police,Rutland Town, White,2016,police,Warning Counts,103
Rutland Town Police,Rutland Town, Black,2016,police,Warning Counts,0
Rutland Town Police,Rutland Town, Asian,2016,police,Warning Counts,0
Rutland Town Police,Rutland Town, White,2017,police,Warning Counts,203
Rutland Town Police,Rutland Town, Black,2017,police,Warning Counts,0
Rutland Town Police,Rutland Town, Asian,2017,police,Warning Counts,0
Rutland Town Police,Rutland Town, Hispanic,2017,police,Warning Counts,0
Rutland Town Police,Rutland Town, White,2018,police,Warning Counts,79
Rutland Town Police,Rutland Town, Black,2018,police,Warning Counts,0
Rutland Town Police,Rutland Town, Asian,2018,police,Warning Counts,0
Rutland Town Police,Rutland Town, Hispanic,2018,police,Warning Counts,0
S. Burlington Police,S. Burlington, White,2013,police,Warning Counts,1927
S. Burlington Police,S. Burlington, Black,2013,police,Warning Counts,76
S. Burlington Police,S. Burlington, Asian,2013,police,Warning Counts,59
S. Burlington Police,S. Burlington, Hispanic,2013,police,Warning Counts,19
S. Burlington Police,S. Burlington, White,2014,police,Warning Counts,2238
S. Burlington Police,S. Burlington, Black,2014,police,Warning Counts,97
S. Burlington Police,S. Burlington, Asian,2014,police,Warning Counts,81
S. Burlington Police,S. Burlington, Hispanic,2014,police,Warning Counts,19
S. Burlington Police,S. Burlington, White,2015,police,Warning Counts,2286
S. Burlington Police,S. Burlington, Black,2015,police,Warning Counts,125
S. Burlington Police,S. Burlington, Asian,2015,police,Warning Counts,99
S. Burlington Police,S. Burlington, Hispanic,2015,police,Warning Counts,20
S. Burlington Police,S. Burlington, White,2016,police,Warning Counts,1455
S. Burlington Police,S. Burlington, Black,2016,police,Warning Counts,116
S. Burlington Police,S. Burlington, Asian,2016,police,Warning Counts,45
S. Burlington Police,S. Burlington, Hispanic,2016,police,Warning Counts,12
S. Burlington Police,S. Burlington, White,2017,police,Warning Counts,1806
S. Burlington Police,S. Burlington, Black,2017,police,Warning Counts,146
S. Burlington Police,S. Burlington, Asian,2017,police,Warning Counts,80
S. Burlington Police,S. Burlington, Hispanic,2017,police,Warning Counts,20
S. Burlington Police,S. Burlington, White,2018,police,Warning Counts,1725
S. Burlington Police,S. Burlington, Black,2018,police,Warning Counts,132
S. Burlington Police,S. Burlington, Asian,2018,police,Warning Counts,57
S. Burlington Police,S. Burlington, Hispanic,2018,police,Warning Counts,0
S. Burlington Police,S. Burlington, White,2019,police,Warning Counts,1193
S. Burlington Police,S. Burlington, Black,2019,police,Warning Counts,117
S. Burlington Police,S. Burlington, Asian,2019,police,Warning Counts,49
S. Burlington Police,S. Burlington, Hispanic,2019,police,Warning Counts,16
Shelburne Police,Shelburne, White,2015,police,Warning Counts,34
Shelburne Police,Shelburne, Black,2015,police,Warning Counts,0
Shelburne Police,Shelburne, Asian,2015,police,Warning Counts,0
Shelburne Police,Shelburne, Hispanic,2015,police,Warning Counts,0
Shelburne Police,Shelburne, White,2016,police,Warning Counts,8
Shelburne Police,Shelburne, Black,2016,police,Warning Counts,0
Shelburne Police,Shelburne, Asian,2016,police,Warning Counts,0
Shelburne Police,Shelburne, Hispanic,2016,police,Warning Counts,0
Shelburne Police,Shelburne, White,2017,police,Warning Counts,24
Shelburne Police,Shelburne, Black,2017,police,Warning Counts,1
Shelburne Police,Shelburne, Asian,2017,police,Warning Counts,1
Shelburne Police,Shelburne, Hispanic,2017,police,Warning Counts,0
Shelburne Police,Shelburne, White,2018,police,Warning Counts,376
Shelburne Police,Shelburne, Black,2018,police,Warning Counts,14
Shelburne Police,Shelburne, Asian,2018,police,Warning Counts,14
Shelburne Police,Shelburne, Hispanic,2018,police,Warning Counts,0
Springfield Police,Springfield, White,2014,police,Warning Counts,429
Springfield Police,Springfield, Black,2014,police,Warning Counts,0
Springfield Police,Springfield, Asian,2014,police,Warning Counts,0
Springfield Police,Springfield, Hispanic,2014,police,Warning Counts,0
Springfield Police,Springfield, White,2015,police,Warning Counts,2260
Springfield Police,Springfield, Black,2015,police,Warning Counts,38
Springfield Police,Springfield, Asian,2015,police,Warning Counts,29
Springfield Police,Springfield, Hispanic,2015,police,Warning Counts,20
Springfield Police,Springfield, White,2016,police,Warning Counts,2503
Springfield Police,Springfield, Black,2016,police,Warning Counts,51
Springfield Police,Springfield, Asian,2016,police,Warning Counts,0
Springfield Police,Springfield, Hispanic,2016,police,Warning Counts,30
Springfield Police,Springfield, White,2017,police,Warning Counts,3525
Springfield Police,Springfield, Black,2017,police,Warning Counts,31
Springfield Police,Springfield, Asian,2017,police,Warning Counts,17
Springfield Police,Springfield, Hispanic,2017,police,Warning Counts,25
Springfield Police,Springfield, White,2018,police,Warning Counts,1723
Springfield Police,Springfield, Black,2018,police,Warning Counts,33
Springfield Police,Springfield, Asian,2018,police,Warning Counts,0
Springfield Police,Springfield, White,2019,police,Warning Counts,1249
Springfield Police,Springfield, Black,2019,police,Warning Counts,0
Springfield Police,Springfield, Asian,2019,police,Warning Counts,0
Springfield Police,Springfield, Hispanic,2019,police,Warning Counts,0
St. Albans Police,St. Albans, White,2014,police,Warning Counts,540
St. Albans Police,St. Albans, Black,2014,police,Warning Counts,0
St. Albans Police,St. Albans, Asian,2014,police,Warning Counts,0
St. Albans Police,St. Albans, Hispanic,2014,police,Warning Counts,0
St. Albans Police,St. Albans, White,2015,police,Warning Counts,1359
St. Albans Police,St. Albans, Black,2015,police,Warning Counts,26
St. Albans Police,St. Albans, Asian,2015,police,Warning Counts,14
St. Albans Police,St. Albans, Hispanic,2015,police,Warning Counts,0
St. Albans Police,St. Albans, White,2016,police,Warning Counts,969
St. Albans Police,St. Albans, Black,2016,police,Warning Counts,0
St. Albans Police,St. Albans, Asian,2016,police,Warning Counts,0
St. Albans Police,St. Albans, Hispanic,2016,police,Warning Counts,0
St. Albans Police,St. Albans, White,2017,police,Warning Counts,1043
St. Albans Police,St. Albans, Black,2017,police,Warning Counts,26
St. Albans Police,St. Albans, Asian,2017,police,Warning Counts,0
St. Albans Police,St. Albans, White,2018,police,Warning Counts,1633
St. Albans Police,St. Albans, Black,2018,police,Warning Counts,44
St. Albans Police,St. Albans, Asian,2018,police,Warning Counts,0
St. Johnsbury Police,St. Johnsbury, White,2015,police,Warning Counts,1275
St. Johnsbury Police,St. Johnsbury, Black,2015,police,Warning Counts,22
St. Johnsbury Police,St. Johnsbury, Asian,2015,police,Warning Counts,0
St. Johnsbury Police,St. Johnsbury, Hispanic,2015,police,Warning Counts,0
St. Johnsbury Police,St. Johnsbury, White,2016,police,Warning Counts,1039
St. Johnsbury Police,St. Johnsbury, Black,2016,police,Warning Counts,0
St. Johnsbury Police,St. Johnsbury, Asian,2016,police,Warning Counts,0
St. Johnsbury Police,St. Johnsbury, Hispanic,2016,police,Warning Counts,0
St. Johnsbury Police,St. Johnsbury, White,2017,police,Warning Counts,1248
St. Johnsbury Police,St. Johnsbury, Black,2017,police,Warning Counts,19
St. Johnsbury Police,St. Johnsbury, Asian,2017,police,Warning Counts,0
St. Johnsbury Police,St. Johnsbury, Hispanic,2017,police,Warning Counts,0
St. Johnsbury Police,St. Johnsbury, White,2018,police,Warning Counts,689
St. Johnsbury Police,St. Johnsbury, Black,2018,police,Warning Counts,0
St. Johnsbury Police,St. Johnsbury, Asian,2018,police,Warning Counts,0
St. Johnsbury Police,St. Johnsbury, Hispanic,2018,police,Warning Counts,0
Stowe Police,Stowe, White,2017,police,Warning Counts,983
Stowe Police,Stowe, Black,2017,police,Warning Counts,20
Stowe Police,Stowe, Asian,2017,police,Warning Counts,0
Stowe Police,Stowe, Hispanic,2017,police,Warning Counts,0
Stowe Police,Stowe, White,2018,police,Warning Counts,775
Stowe Police,Stowe, Black,2018,police,Warning Counts,22
Stowe Police,Stowe, Asian,2018,police,Warning Counts,16
Stowe Police,Stowe, Hispanic,2018,police,Warning Counts,0
Swanton Police,Swanton, White,2016,police,Warning Counts,67
Swanton Police,Swanton, White,2017,police,Warning Counts,216
Swanton Police,Swanton, Black,2017,police,Warning Counts,0
Swanton Police,Swanton, Asian,2017,police,Warning Counts,0
Swanton Police,Swanton, Hispanic,2017,police,Warning Counts,0
Swanton Police,Swanton, White,2018,police,Warning Counts,427
Swanton Police,Swanton, Black,2018,police,Warning Counts,0
Swanton Police,Swanton, Asian,2018,police,Warning Counts,0
Swanton Police,Swanton, Hispanic,2018,police,Warning Counts,0
Thetford Police,Thetford, White,2017,police,Warning Counts,246
Thetford Police,Thetford, Black,2017,police,Warning Counts,0
Thetford Police,Thetford, Asian,2017,police,Warning Counts,0
Thetford Police,Thetford, Hispanic,2017,police,Warning Counts,0
Thetford Police,Thetford, White,2018,police,Warning Counts,178
Thetford Police,Thetford, Black,2018,police,Warning Counts,0
Thetford Police,Thetford, Asian,2018,police,Warning Counts,0
Thetford Police,Thetford, Hispanic,2018,police,Warning Counts,0
UVM Police,Burlington, White,2011,police,Warning Counts,1008
UVM Police,Burlington, Black,2011,police,Warning Counts,41
UVM Police,Burlington, Asian,2011,police,Warning Counts,34
UVM Police,Burlington, Hispanic,2011,police,Warning Counts,0
UVM Police,Burlington, White,2012,police,Warning Counts,1117
UVM Police,Burlington, Black,2012,police,Warning Counts,55
UVM Police,Burlington, Asian,2012,police,Warning Counts,43
UVM Police,Burlington, Hispanic,2012,police,Warning Counts,0
UVM Police,Burlington, White,2013,police,Warning Counts,1303
UVM Police,Burlington, Black,2013,police,Warning Counts,59
UVM Police,Burlington, Asian,2013,police,Warning Counts,39
UVM Police,Burlington, Hispanic,2013,police,Warning Counts,0
UVM Police,Burlington, White,2014,police,Warning Counts,1521
UVM Police,Burlington, Black,2014,police,Warning Counts,81
UVM Police,Burlington, Asian,2014,police,Warning Counts,63
UVM Police,Burlington, Hispanic,2014,police,Warning Counts,0
UVM Police,Burlington, White,2015,police,Warning Counts,1011
UVM Police,Burlington, Black,2015,police,Warning Counts,98
UVM Police,Burlington, Asian,2015,police,Warning Counts,46
UVM Police,Burlington, Hispanic,2015,police,Warning Counts,0
UVM Police,Burlington, White,2017,police,Warning Counts,1911
UVM Police,Burlington, Black,2017,police,Warning Counts,156
UVM Police,Burlington, Asian,2017,police,Warning Counts,76
UVM Police,Burlington, Hispanic,2017,police,Warning Counts,0
UVM Police,Burlington, White,2018,police,Warning Counts,1140
UVM Police,Burlington, Black,2018,police,Warning Counts,113
UVM Police,Burlington, Asian,2018,police,Warning Counts,57
UVM Police,Burlington, Hispanic,2018,police,Warning Counts,0
UVM Police,Burlington, White,2019,police,Warning Counts,884
UVM Police,Burlington, Black,2019,police,Warning Counts,96
UVM Police,Burlington, Asian,2019,police,Warning Counts,54
UVM Police,Burlington, Hispanic,2019,police,Warning Counts,0
Vergennes Police,Vergennes, White,2015,police,Warning Counts,765
Vergennes Police,Vergennes, Black,2015,police,Warning Counts,30
Vergennes Police,Vergennes, Asian,2015,police,Warning Counts,12
Vergennes Police,Vergennes, Hispanic,2015,police,Warning Counts,13
Vergennes Police,Vergennes, White,2016,police,Warning Counts,1566
Vergennes Police,Vergennes, Black,2016,police,Warning Counts,57
Vergennes Police,Vergennes, Asian,2016,police,Warning Counts,24
Vergennes Police,Vergennes, Hispanic,2016,police,Warning Counts,21
Vergennes Police,Vergennes, White,2017,police,Warning Counts,1202
Vergennes Police,Vergennes, Black,2017,police,Warning Counts,48
Vergennes Police,Vergennes, Asian,2017,police,Warning Counts,26
Vergennes Police,Vergennes, Hispanic,2017,police,Warning Counts,12
Vergennes Police,Vergennes, White,2018,police,Warning Counts,368
Vergennes Police,Vergennes, Black,2018,police,Warning Counts,13
Vergennes Police,Vergennes, Asian,2018,police,Warning Counts,6
Vergennes Police,Vergennes, Hispanic,2018,police,Warning Counts,5
Vergennes Police,Vergennes, White,2019,police,Warning Counts,647
Vergennes Police,Vergennes, Black,2019,police,Warning Counts,25
Vergennes Police,Vergennes, Asian,2019,police,Warning Counts,11
Vergennes Police,Vergennes, Hispanic,2019,police,Warning Counts,8
VSP - All ,All Vermont, White,2010,state police,Warning Counts,12055
